State,County,2010_Population,Food_Desert_Population,Food_Desert_Low_Income
Oregon,Harney,7422,3837,1617
Oregon,Hood River,22346,3496,794
Oregon,Jackson,203206,46125,16983
Oregon,Jefferson,21720,5117,2239
Oregon,Josephine,82713,17537,7696
Oregon,Klamath,66380,24247,9259
Oregon,Lake,7895,3200,1637
Oregon,Lane,351715,65753,22440
Oregon,Lincoln,46034,8399,3275
Oregon,Linn,116672,37207,13487
Oregon,Malheur,31313,2848,1721
Oregon,Marion,315335,53339,18097
Oregon,Morrow,11173,503,184
Oregon,Multnomah,735334,70810,20304
Oregon,Polk,75403,19660,6952
Oregon,Sherman,1765,1440,546
Oregon,Tillamook,25250,727,203
Oregon,Umatilla,75889,23260,9663
Oregon,Union,25748,6441,2693
Oregon,Wallowa,7008,1896,731
Oregon,Wasco,25213,10480,4394
Oregon,Washington,529710,66240,12072
Oregon,Wheeler,1441,1441,543
Oregon,Yamhill,99193,16494,4444
Pennsylvania,Adams,101407,11499,2865
Pennsylvania,Allegheny,1223348,320520,69569
Pennsylvania,Armstrong,68941,2524,905
Pennsylvania,Beaver,170539,65959,21064
Pennsylvania,Bedford,49762,8731,2917
Pennsylvania,Berks,411442,71306,14302
Pennsylvania,Blair,127089,31252,11293
Pennsylvania,Bradford,62622,8717,3159
Pennsylvania,Bucks,625249,193367,25970
Pennsylvania,Butler,183862,39357,5073
Pennsylvania,Cambria,143679,34705,11686
Pennsylvania,Cameron,5085,384,141
Pennsylvania,Carbon,65249,3247,1127
Pennsylvania,Centre,153990,26792,5635
Pennsylvania,Chester,498886,238625,36366
Pennsylvania,Clarion,39988,4209,1903
Pennsylvania,Clearfield,81642,15683,5121
Pennsylvania,Clinton,39238,4846,1595
Pennsylvania,Columbia,67295,5536,1542
Pennsylvania,Crawford,88765,13158,3875
Pennsylvania,Cumberland,235406,63287,12668
Pennsylvania,Dauphin,268100,101020,23409
Pennsylvania,Delaware,558979,92979,14276
Pennsylvania,Elk,31946,5516,1563
Pennsylvania,Erie,280566,76992,25315
Pennsylvania,Fayette,136606,24535,9802
Pennsylvania,Forest,7716,105,41
Pennsylvania,Franklin,149618,34398,9415
Pennsylvania,Fulton,14845,1651,644
Pennsylvania,Greene,38686,8480,3271
Pennsylvania,Huntingdon,45913,922,290
Pennsylvania,Indiana,88880,17123,7243
Pennsylvania,Jefferson,45200,3580,1215
Pennsylvania,Juniata,24636,1561,656
Pennsylvania,Lackawanna,214437,31504,9499
Pennsylvania,Lancaster,519445,98701,20784
Pennsylvania,Lawrence,91108,26954,11478
Pennsylvania,Lebanon,133568,23669,4594
Pennsylvania,Lehigh,349497,94904,17037
Pennsylvania,Luzerne,320918,62086,17973
Pennsylvania,Lycoming,116111,21506,7516
Pennsylvania,McKean,43450,1207,360
Pennsylvania,Mercer,116638,17364,7425
Pennsylvania,Mifflin,46682,6588,2400
Pennsylvania,Monroe,169842,40686,12767
Pennsylvania,Montgomery,799874,246821,31445
Pennsylvania,Montour,18267,3215,754
Pennsylvania,Northampton,297735,74793,14524
Pennsylvania,Northumberland,94528,6332,2193
Pennsylvania,Perry,45969,2982,1204
Pennsylvania,Philadelphia,1526006,18760,7274
Pennsylvania,Pike,57369,7479,1398
Pennsylvania,Potter,17457,3110,1166
Pennsylvania,Schuylkill,148289,12736,3285
Pennsylvania,Snyder,39702,2117,929
Pennsylvania,Somerset,77742,13094,4717
Pennsylvania,Sullivan,6428,1987,716
Pennsylvania,Susquehanna,43356,4208,1664
Pennsylvania,Tioga,41981,6447,2665
Pennsylvania,Union,44947,12183,6593
Pennsylvania,Venango,54984,1859,632
Pennsylvania,Warren,41815,4515,1807
Pennsylvania,Washington,207820,58203,15518
Pennsylvania,Wayne,52822,1050,554
Pennsylvania,Westmoreland,365169,116070,27559
Pennsylvania,Wyoming,28276,29,9
Pennsylvania,York,434972,127173,23328
Rhode Island,Bristol,49875,27937,6214
Rhode Island,Kent,166158,50061,9397
Rhode Island,Newport,82888,27996,4263
Rhode Island,Providence,626667,104176,20984
Rhode Island,Washington,126979,40169,10757
South Carolina,Abbeville,25417,2671,1022
South Carolina,Aiken,160099,39830,10857
South Carolina,Allendale,10419,243,143
South Carolina,Anderson,187126,66234,23633
South Carolina,Bamberg,15987,4061,2199
South Carolina,Barnwell,22621,7,3
South Carolina,Beaufort,162233,76128,24294
South Carolina,Berkeley,177843,52627,19233
South Carolina,Calhoun,15175,129,46
South Carolina,Charleston,350209,80530,26204
South Carolina,Cherokee,55342,7597,3952
South Carolina,Chester,33140,5275,3613
South Carolina,Chesterfield,46734,5377,2868
South Carolina,Clarendon,34971,3755,1666
South Carolina,Colleton,38892,14682,8203
South Carolina,Darlington,68681,8150,4153
South Carolina,Dillon,32062,1409,649
South Carolina,Dorchester,136555,37621,10399
South Carolina,Edgefield,26985,5651,2656
South Carolina,Fairfield,23956,6096,2761
South Carolina,Florence,136885,28628,13183
South Carolina,Georgetown,60158,13994,5086
South Carolina,Greenville,451225,191027,62826
South Carolina,Greenwood,69661,9685,3492
South Carolina,Hampton,21090,2705,1702
South Carolina,Horry,269291,60958,24216
South Carolina,Jasper,24777,2448,1092
South Carolina,Kershaw,61697,20530,7545
South Carolina,Lancaster,76652,26298,10932
South Carolina,Laurens,66537,12595,6659
South Carolina,Lee,19220,1000,526
South Carolina,Lexington,262391,88226,24589
South Carolina,Marion,33062,35,24
South Carolina,Marlboro,28933,2696,1452
South Carolina,McCormick,10233,330,96
South Carolina,Newberry,37508,10205,5465
South Carolina,Oconee,74273,14810,7182
South Carolina,Orangeburg,92501,17217,7911
South Carolina,Pickens,119224,50867,20094
South Carolina,Richland,384504,147001,50170
South Carolina,Saluda,19875,523,240
South Carolina,Spartanburg,284307,96213,42810
South Carolina,Sumter,107456,21544,8810
South Carolina,Union,28961,2295,1251
South Carolina,Williamsburg,34423,2132,1520
South Carolina,York,226073,72953,22225
South Dakota,Aurora,2710,2016,631
South Dakota,Beadle,17398,5040,1820
South Dakota,Bennett,3431,3320,2036
South Dakota,Bon Homme,7070,998,303
South Dakota,Brookings,31965,15602,6392
South Dakota,Brown,36531,15384,3972
South Dakota,Brule,5255,1649,674
South Dakota,Buffalo,1912,1907,1374
South Dakota,Butte,10110,4289,1550
South Dakota,Campbell,1466,1369,472
South Dakota,Charles Mix,9129,916,348
South Dakota,Clark,3691,1708,543
South Dakota,Clay,13864,4538,1623
South Dakota,Codington,27227,10746,2735
South Dakota,Corson,4050,3636,2335
South Dakota,Custer,8216,2904,650
South Dakota,Davison,19504,6400,1724
South Dakota,Day,5710,2791,1004
South Dakota,Deuel,4364,3940,1163
South Dakota,Dewey,5301,3311,2026
South Dakota,Douglas,3002,2675,895
South Dakota,Edmunds,4071,2592,739
South Dakota,Fall River,7094,3375,1234
South Dakota,Faulk,2364,1140,515
South Dakota,Grant,7356,1311,335
South Dakota,Gregory,4271,1213,540
South Dakota,Haakon,1937,801,330
South Dakota,Hamlin,5903,5671,1960
South Dakota,Hand,3431,1177,438
South Dakota,Hanson,3331,595,199
South Dakota,Harding,1255,1255,418
South Dakota,Hughes,17022,5990,1719
South Dakota,Hutchinson,7343,649,201
South Dakota,Hyde,1420,1420,271
South Dakota,Jackson,3031,1910,1180
South Dakota,Jerauld,2071,2071,645
South Dakota,Jones,1006,1006,332
South Dakota,Kingsbury,5148,2689,736
South Dakota,Lake,11200,1837,393
South Dakota,Lawrence,24097,5134,1824
South Dakota,Lincoln,44828,16044,2445
South Dakota,Lyman,3755,3139,1384
South Dakota,Marshall,4656,2347,895
South Dakota,McCook,5618,1820,585
South Dakota,McPherson,2459,1370,658
South Dakota,Meade,25434,5922,1693
South Dakota,Mellette,2048,2036,1152
South Dakota,Miner,2389,911,237
South Dakota,Minnehaha,169468,40318,10201
South Dakota,Moody,6486,4976,1992
South Dakota,Pennington,100948,26246,5946
South Dakota,Perkins,2982,1471,523
South Dakota,Potter,2329,2329,758
South Dakota,Roberts,10149,2750,1035
South Dakota,Sanborn,2355,2328,697
South Dakota,Shannon,13586,10780,8438
South Dakota,Spink,6415,2780,797
South Dakota,Stanley,2966,400,123
South Dakota,Sully,1373,1373,242
South Dakota,Todd,9612,1990,1371
South Dakota,Tripp,5644,1811,650
South Dakota,Turner,8347,191,44
South Dakota,Union,14399,46,11
South Dakota,Walworth,5438,1862,560
South Dakota,Yankton,22438,5711,2022
South Dakota,Ziebach,2801,1047,744
Tennessee,Anderson,75129,16526,5069
Tennessee,Bedford,45058,10619,4976
Tennessee,Benton,16489,2078,1093
Tennessee,Bledsoe,12876,396,211
Tennessee,Blount,123010,38672,13436
Tennessee,Bradley,98963,36686,15092
Tennessee,Campbell,40716,3048,1512
Tennessee,Cannon,13801,320,146
Tennessee,Carroll,28522,3736,1307
Tennessee,Carter,57424,29446,14922
Tennessee,Cheatham,39105,3246,928
Tennessee,Chester,17131,1950,914
Tennessee,Claiborne,32213,2018,1001
Tennessee,Clay,7861,11,5
Tennessee,Cocke,35662,7531,4111
Tennessee,Coffee,52796,7520,3206
Tennessee,Crockett,14586,2123,999
Tennessee,Cumberland,56053,17676,6888
Tennessee,Davidson,626681,148279,48815
Tennessee,DeKalb,18723,2938,1279
Tennessee,Decatur,11757,896,346
Tennessee,Dickson,49666,4902,1876
Tennessee,Dyer,38335,11876,5183
Tennessee,Fayette,38413,6793,2202
Tennessee,Fentress,17959,37,19
Tennessee,Franklin,41052,8089,2696
Tennessee,Gibson,49683,10981,5398
Tennessee,Giles,29485,2395,1028
Tennessee,Grainger,22657,0,0
Tennessee,Greene,68831,19198,7094
Tennessee,Grundy,13703,135,98
Tennessee,Hamblen,62544,34110,14693
Tennessee,Hamilton,336463,154352,49285
Tennessee,Hancock,6819,67,26
Tennessee,Hardeman,27253,3349,1969
Tennessee,Hardin,26026,5147,2308
Tennessee,Hawkins,56833,10958,3766
Tennessee,Haywood,18787,4887,2679
Tennessee,Henderson,27769,1739,646
Tennessee,Henry,32330,7051,3051
Tennessee,Hickman,24690,2776,1270
Tennessee,Houston,8426,214,116
Tennessee,Humphreys,18538,3140,1295
Tennessee,Jackson,11638,0,0
Tennessee,Jefferson,51407,8624,3352
Tennessee,Johnson,18244,1781,647
Tennessee,Knox,432226,170240,49988
Tennessee,Lake,7832,15,8
Tennessee,Lauderdale,27815,1638,1364
Tennessee,Lawrence,41869,1382,617
Tennessee,Lewis,12161,4243,2077
Tennessee,Lincoln,33361,3704,1514
Tennessee,Loudon,48556,9603,4313
Tennessee,Macon,22248,3771,2139
Tennessee,Madison,98294,32455,12760
Tennessee,Marion,28237,3084,1179
Tennessee,Marshall,30617,6988,3709
Tennessee,Maury,80956,21203,7395
Tennessee,McMinn,52266,10924,4583
Tennessee,McNairy,26075,6206,2852
Tennessee,Meigs,11753,177,71
Tennessee,Monroe,44519,6127,2616
Tennessee,Montgomery,172331,87248,30475
Tennessee,Moore,6362,2145,909
Tennessee,Morgan,21987,3147,1416
Tennessee,Obion,31807,2342,837
Tennessee,Overton,22083,75,38
Tennessee,Perry,7915,1979,1018
Tennessee,Pickett,5077,39,14
Tennessee,Polk,16825,49,24
Tennessee,Putnam,72321,30847,13414
Tennessee,Rhea,31809,6751,4065
Tennessee,Roane,54181,9186,3575
Tennessee,Robertson,66283,4686,1088
Tennessee,Rutherford,262604,75470,24324
Tennessee,Scott,22228,4797,2173
Tennessee,Sequatchie,14112,5377,2446
Tennessee,Sevier,89889,22222,8068
Tennessee,Shelby,927644,313182,112593
Tennessee,Smith,19166,620,272
Tennessee,Stewart,13324,247,97
Tennessee,Sullivan,156823,50733,19898
Tennessee,Sumner,160645,55096,12547
Tennessee,Tipton,61081,2507,1394
Tennessee,Trousdale,7870,0,0
Tennessee,Unicoi,18313,673,348
Tennessee,Union,19109,387,139
Tennessee,Van Buren,5548,39,20
Tennessee,Warren,39839,3972,1929
Tennessee,Washington,122979,33166,11118
Tennessee,Wayne,17021,3784,1556
Tennessee,Weakley,35021,6785,3238
Tennessee,White,25841,6263,3271
Tennessee,Williamson,183182,77845,9620
Tennessee,Wilson,113993,36770,7049
Texas,Anderson,58458,18980,6873
Texas,Andrews,14786,3961,1405
Texas,Angelina,86771,20438,8505
Texas,Aransas,23158,7331,3650
Texas,Archer,9054,1477,441
Texas,Armstrong,1901,1896,376
Texas,Atascosa,44911,11249,3997
Texas,Austin,28417,2281,729
Texas,Bailey,7165,465,161
Texas,Bandera,20485,7158,2674
Texas,Bastrop,74171,21735,8101
Texas,Baylor,3726,277,67
Texas,Bee,31861,15525,3712
Texas,Bell,310235,133370,45917
Texas,Bexar,1714773,560136,201979
Texas,Blanco,10497,485,107
Texas,Borden,641,641,96
Texas,Bosque,18212,1649,621
Texas,Bowie,92565,26174,9878
Texas,Brazoria,313166,81898,23207
Texas,Brazos,194851,63344,29324
Texas,Brewster,9232,3617,1571
Texas,Briscoe,1637,1637,782
Texas,Brooks,7223,1278,883
Texas,Brown,38106,11620,4896
Texas,Burleson,17187,3018,873
Texas,Burnet,42750,10675,2921
Texas,Caldwell,38066,7005,3439
Texas,Calhoun,21381,11934,4298
Texas,Callahan,13544,5129,1959
Texas,Cameron,406220,136049,80351
Texas,Camp,12401,1315,755
Texas,Carson,6182,1091,308
Texas,Cass,30464,3255,1559
Texas,Castro,8062,1237,497
Texas,Chambers,35096,4095,1654
Texas,Cherokee,50845,17424,8026
Texas,Childress,7041,3760,1440
Texas,Clay,10752,5914,1891
Texas,Cochran,3127,662,247
Texas,Coke,3320,3319,1197
Texas,Coleman,8895,2428,1035
Texas,Collin,782341,174227,27923
Texas,Collingsworth,3057,225,81
Texas,Colorado,20874,4304,1399
Texas,Comal,108472,17354,5564
Texas,Comanche,13974,2475,1251
Texas,Concho,4087,1092,434
Texas,Cooke,38437,3454,1293
Texas,Coryell,75388,37997,15099
Texas,Cottle,1505,1504,693
Texas,Crane,4375,588,151
Texas,Crockett,3719,247,79
Texas,Crosby,6059,291,140
Texas,Culberson,2398,186,124
Texas,Dallam,6703,3240,1436
Texas,Dallas,2368139,426465,171772
Texas,Dawson,13833,5212,2497
Texas,DeWitt,20097,1103,349
Texas,Deaf Smith,19372,3973,1968
Texas,Delta,5231,377,141
Texas,Denton,662614,181504,38321
Texas,Dickens,2444,485,136
Texas,Dimmit,9996,5388,2590
Texas,Donley,3677,574,214
Texas,Duval,11782,3149,1891
Texas,Eastland,18583,4883,2046
Texas,Ector,137130,38197,10100
Texas,Edwards,2002,638,191
Texas,El Paso,800647,167013,80410
Texas,Ellis,149610,51030,13313
Texas,Erath,37890,16051,7134
Texas,Falls,17866,2719,1379
Texas,Fannin,33915,12510,4916
Texas,Fayette,24554,5799,1941
Texas,Fisher,3974,676,123
Texas,Floyd,6446,988,296
Texas,Foard,1336,1336,611
Texas,Fort Bend,585375,230005,52788
Texas,Franklin,10605,5714,1906
Texas,Freestone,19816,3445,1430
Texas,Frio,17217,4563,2311
Texas,Gaines,17526,563,199
Texas,Galveston,291309,115277,27197
Texas,Garza,6461,1281,409
Texas,Gillespie,24837,2663,732
Texas,Glasscock,1226,1204,276
Texas,Goliad,7210,2654,695
Texas,Gonzales,19807,8514,3514
Texas,Gray,22535,4631,1575
Texas,Grayson,120877,25321,9984
Texas,Gregg,121730,28601,12978
Texas,Grimes,26604,8323,2896
Texas,Guadalupe,131533,70107,18878
Texas,Hale,36273,8451,2928
Texas,Hall,3353,820,412
Texas,Hamilton,8517,2637,727
Texas,Hansford,5613,1932,820
Texas,Hardeman,4139,1070,419
Texas,Hardin,54635,18509,6636
Texas,Harris,4092459,854832,278922
Texas,Harrison,65631,9052,3154
Texas,Hartley,6062,1450,542
Texas,Haskell,5899,2250,877
Texas,Hays,157107,15387,5679
Texas,Hemphill,3807,403,75
Texas,Henderson,78532,14205,6741
Texas,Hidalgo,774769,301198,185743
Texas,Hill,35089,2226,952
Texas,Hockley,22935,10949,4141
Texas,Hood,51182,12285,2990
Texas,Hopkins,35161,10477,3810
Texas,Houston,23732,9276,5438
Texas,Howard,35012,15378,5535
Texas,Hudspeth,3476,3463,2338
Texas,Hunt,86129,7301,3473
Texas,Hutchinson,22150,5874,1939
Texas,Irion,1599,1599,429
Texas,Jack,9044,4189,1630
Texas,Jackson,14075,2797,561
Texas,Jasper,35710,6384,2730
Texas,Jeff Davis,2342,689,107
Texas,Jefferson,252273,59567,20129
Texas,Jim Hogg,5300,1852,1210
Texas,Jim Wells,40838,9051,4545
Texas,Johnson,150934,29963,8901
Texas,Jones,20202,5072,2171
Texas,Karnes,14824,2164,656
Texas,Kaufman,103350,16128,7137
Texas,Kendall,33410,2293,325
Texas,Kenedy,416,404,237
Texas,Kent,808,785,292
Texas,Kerr,49625,6855,3479
Texas,Kimble,4607,1102,339
Texas,King,286,286,76
Texas,Kinney,3598,1674,885
Texas,Kleberg,32061,10662,5810
Texas,Knox,3719,1753,783
Texas,La Salle,6886,2006,1244
Texas,Lamar,49793,15550,7245
Texas,Lamb,13977,508,219
Texas,Lampasas,19677,3072,1493
Texas,Lavaca,19263,2685,713
Texas,Lee,16612,2577,1070
Texas,Leon,16801,2199,774
Texas,Liberty,75643,7390,3323
Texas,Limestone,23384,4073,1817
Texas,Lipscomb,3302,3302,931
Texas,Live Oak,11531,1181,424
Texas,Llano,19301,7017,3081
Texas,Loving,82,82,41
Texas,Lubbock,278831,55578,25239
Texas,Lynn,5915,2086,951
Texas,Madison,13664,4230,2268
Texas,Marion,10546,825,338
Texas,Martin,4799,1028,330
Texas,Mason,4012,850,114
Texas,Matagorda,36702,12741,5933
Texas,Maverick,54258,20086,14453
Texas,McCulloch,8283,3386,1878
Texas,McLennan,234906,103287,48138
Texas,McMullen,707,693,265
Texas,Medina,46006,7686,2269
Texas,Menard,2242,452,154
Texas,Midland,136872,38275,9752
Texas,Milam,24757,6632,2989
Texas,Mills,4936,1218,470
Texas,Mitchell,9403,4089,564
Texas,Montague,19719,3701,1652
Texas,Montgomery,455746,169783,42295
Texas,Moore,21904,5877,3003
Texas,Morris,12934,268,100
Texas,Motley,1210,223,115
Texas,Nacogdoches,64524,14537,6398
Texas,Navarro,47735,10575,4410
Texas,Newton,14445,3836,1751
Texas,Nolan,15216,3665,1141
Texas,Nueces,340223,115122,35116
Texas,Ochiltree,10223,1200,362
Texas,Oldham,2052,2052,709
Texas,Orange,81837,25482,8562
Texas,Palo Pinto,28111,16444,5754
Texas,Panola,23796,5933,1936
Texas,Parker,116927,26692,7305
Texas,Parmer,10269,5579,2276
Texas,Pecos,15507,5753,1871
Texas,Polk,45413,3695,1768
Texas,Potter,121073,21428,10052
Texas,Presidio,7818,5430,3346
Texas,Rains,10914,0,0
Texas,Randall,120725,16382,4078
Texas,Reagan,3367,214,74
Texas,Real,3309,3309,1495
Texas,Red River,12860,7565,3470
Texas,Reeves,13783,3002,1264
Texas,Refugio,7383,1212,430
Texas,Roberts,929,843,108
Texas,Robertson,16622,6588,2467
Texas,Rockwall,78337,17499,2399
Texas,Runnels,10501,3686,1450
Texas,Rusk,53330,14358,5764
Texas,Sabine,10834,1721,638
Texas,San Augustine,8865,399,176
Texas,San Jacinto,26384,2149,778
Texas,San Patricio,64804,20309,7780
Texas,San Saba,6131,2286,1067
Texas,Schleicher,3461,365,177
Texas,Scurry,16921,1696,444
Texas,Shackelford,3378,486,199
Texas,Shelby,25448,4303,1992
Texas,Sherman,3034,751,177
Texas,Smith,209714,43477,16159
Texas,Somervell,8490,0,0
Texas,Starr,60968,24172,17471
Texas,Stephens,9630,2662,1327
Texas,Sterling,1143,1143,540
Texas,Stonewall,1490,222,74
Texas,Sutton,4128,1376,536
Texas,Swisher,7854,1482,671
Texas,Tarrant,1809034,569545,161976
Texas,Taylor,131506,39790,16775
Texas,Terrell,984,984,378
Texas,Terry,12651,5421,2580
Texas,Throckmorton,1641,1641,529
Texas,Titus,32334,9734,4220
Texas,Tom Green,110224,45420,19343
Texas,Travis,1024266,324188,83916
Texas,Trinity,14585,1197,579
Texas,Tyler,21766,9619,3290
Texas,Upshur,39309,3536,1739
Texas,Upton,3355,1121,304
Texas,Uvalde,26405,10658,5479
Texas,Val Verde,48879,23067,10031
Texas,Van Zandt,52579,15459,6208
Texas,Victoria,86793,21216,8288
Texas,Walker,67861,7601,4671
Texas,Waller,43205,7647,4936
Texas,Ward,10658,862,309
Texas,Washington,33718,6065,2374
Texas,Webb,250304,69367,36113
Texas,Wharton,41280,5592,2249
Texas,Wheeler,5410,620,150
Texas,Wichita,131500,44252,14560
Texas,Wilbarger,13535,5233,2389
Texas,Willacy,22134,9086,5415
Texas,Williamson,422679,207515,43200
Texas,Wilson,42918,2223,702
Texas,Winkler,7110,69,22
Texas,Wise,59127,5819,1891
Texas,Wood,41964,9112,4230
Texas,Yoakum,7879,2612,657
Texas,Young,18550,5591,2171
Texas,Zapata,14018,4690,2953
Texas,Zavala,11677,3690,2301
Utah,Beaver,6629,951,264
Utah,Box Elder,49975,9906,2878
Utah,Cache,112656,39440,11795
Utah,Carbon,21403,5558,1855
Utah,Daggett,1059,1059,216
Utah,Davis,306479,114022,22721
Utah,Duchesne,18607,6861,1861
Utah,Emery,10976,1096,364
Utah,Garfield,5172,3096,1301
Utah,Grand,9225,709,274
Utah,Iron,46163,21132,10333
Utah,Juab,10246,4765,1669
Utah,Kane,7125,4640,1302
Utah,Millard,12503,4639,1654
Utah,Morgan,9469,39,9
Utah,Piute,1556,1556,734
Utah,Rich,2264,2264,830
Utah,Salt Lake,1029655,133029,38668
Utah,San Juan,14746,7547,4763
Utah,Sanpete,27822,5864,2170
Utah,Sevier,20802,660,289
Utah,Summit,36324,14804,2970
Utah,Tooele,58218,18125,5381
Utah,Uintah,32588,8062,2559
Utah,Utah,516564,182790,52624
Utah,Wasatch,23530,10128,2563
Utah,Washington,138115,61296,21458
Utah,Wayne,2778,1009,391
Utah,Weber,231236,63088,14706
Vermont,Addison,36821,1490,499
Vermont,Bennington,37125,3059,1211
Vermont,Caledonia,31227,1758,534
Vermont,Chittenden,156545,25418,3831
Vermont,Essex,6306,1890,840
Vermont,Franklin,47746,5362,1565
Vermont,Grand Isle,6970,36,16
Vermont,Lamoille,24475,578,179
Vermont,Orange,28936,2568,806
Vermont,Orleans,27231,2550,1143
Vermont,Rutland,61642,12817,3538
Vermont,Washington,59534,10558,3326
Vermont,Windham,44513,7512,3379
Vermont,Windsor,56670,2950,852
Virginia,Accomack,33164,727,334
Virginia,Albemarle,98970,11753,3494
Virginia,Alexandria,139966,0,0
Virginia,Alleghany,16250,568,221
Virginia,Amelia,12690,2089,730
Virginia,Amherst,32353,4703,1639
Virginia,Appomattox,14973,332,105
Virginia,Arlington,207627,4485,174
Virginia,Augusta,73750,21668,5669
Virginia,Bath,4731,1052,436
Virginia,Bedford,68676,6068,985
Virginia,Bedford City,6222,583,0
Virginia,Bland,6824,1307,580
Virginia,Botetourt,33148,14987,3662
Virginia,Bristol,17835,5066,2755
Virginia,Brunswick,17434,5755,1635
Virginia,Buchanan,24098,0,0
Virginia,Buckingham,17146,1444,764
Virginia,Buena Vista,6650,6499,3735
Virginia,Campbell,54842,4475,1354
Virginia,Caroline,28545,1369,356
Virginia,Carroll,30042,1216,436
Virginia,Charles City,7256,167,40
Virginia,Charlotte,12586,4241,1892
Virginia,Charlottesville,43475,3209,1411
Virginia,Chesapeake,222209,54418,12279
Virginia,Chesterfield,316236,147046,26235
Virginia,Clarke,14034,36,6
Virginia,Colonial Heights,17411,3414,539
Virginia,Covington,5961,1459,665
Virginia,Craig,5190,583,222
Virginia,Culpeper,46689,5332,1515
Virginia,Cumberland,10052,5238,2260
Virginia,Danville,43055,7935,3638
Virginia,Dickenson,15903,0,0
Virginia,Dinwiddie,28001,8771,2244
Virginia,Emporia,5927,199,136
Virginia,Essex,11151,4352,1926
Virginia,Fairfax,1081726,209742,19052
Virginia,Fairfax City,22565,604,35
Virginia,Falls Church,12332,0,0
Virginia,Fauquier,65203,8505,898
Virginia,Floyd,15279,4208,1575
Virginia,Fluvanna,25691,7433,768
Virginia,Franklin,56159,10779,4490
Virginia,Franklin City,8582,5450,2645
Virginia,Frederick,78305,19419,3708
Virginia,Fredericksburg,24286,2115,476
Virginia,Galax,7042,440,190
Virginia,Giles,17286,98,31
Virginia,Gloucester,36858,1719,422
Virginia,Goochland,21717,2198,478
Virginia,Grayson,15533,2810,1443
Virginia,Greene,18403,5210,1543
Virginia,Greensville,12243,83,29
Virginia,Halifax,36241,10898,5314
Virginia,Hampton,137436,41965,14410
Virginia,Hanover,99863,24152,3815
Virginia,Harrisonburg,48914,1940,816
Virginia,Henrico,306935,69022,12457
Virginia,Henry,54151,14475,6900
Virginia,Highland,2321,2321,738
Virginia,Hopewell,22591,8300,2947
Virginia,Isle of Wight,35270,9465,1123
Virginia,James City,67009,34460,6639
Virginia,King George,23584,1808,280
Virginia,King William,15935,2103,602
Virginia,King and Queen,6945,537,243
Virginia,Lancaster,11391,368,164
Virginia,Lee,25587,0,0
Virginia,Lexington,7042,576,112
Virginia,Loudoun,312311,55459,2972
Virginia,Louisa,33153,779,232
Virginia,Lunenburg,12914,7,2
Virginia,Lynchburg,75568,15166,7347
Virginia,Madison,13308,376,152
Virginia,Manassas,37821,2202,369
Virginia,Manassas Park,14273,5783,1647
Virginia,Martinsville,13821,3205,1411
Virginia,Mathews,8978,0,0
Virginia,Mecklenburg,32727,7031,3308
Virginia,Middlesex,10959,117,27
Virginia,Montgomery,94392,19177,4496
Virginia,Nelson,15020,1086,466
Virginia,New Kent,18429,0,0
Virginia,Newport News,180719,42582,11971
Virginia,Norfolk,242803,52900,21752
Virginia,Northampton,12389,207,50
Virginia,Northumberland,12330,1150,118
Virginia,Norton,3958,313,111
Virginia,Nottoway,15853,6427,3539
Virginia,Orange,33481,11331,3168
Virginia,Page,24042,0,0
Virginia,Patrick,18490,1742,869
Virginia,Petersburg,32420,12102,6594
Virginia,Pittsylvania,63506,12053,4140
Virginia,Poquoson,12150,6777,874
Virginia,Portsmouth,95535,17647,4008
Virginia,Powhatan,28046,1726,293
Virginia,Prince Edward,23368,3682,2163
Virginia,Prince George,35725,12975,4251
Virginia,Prince William,402002,121797,15963
Virginia,Pulaski,34872,615,265
Virginia,Radford,16408,3670,1810
Virginia,Rappahannock,7373,5514,1516
Virginia,Richmond,9254,297,130
Virginia,Richmond City,204214,44035,16033
Virginia,Roanoke,92376,19822,3136
Virginia,Roanoke City,97032,17891,7532
Virginia,Rockbridge,22307,4438,1174
Virginia,Rockingham,76314,8456,3056
Virginia,Russell,28897,46,30
Virginia,Salem,24802,10700,2922
Virginia,Scott,23177,3326,1250
Virginia,Shenandoah,41993,3815,1223
Virginia,Smyth,32208,1837,860
Virginia,Southampton,18570,4021,2545
Virginia,Spotsylvania,122397,31595,5028
Virginia,Stafford,128961,43175,5427
Virginia,Staunton,23746,429,170
Virginia,Suffolk,84585,22575,4345
Virginia,Surry,7058,2111,728
Virginia,Sussex,12087,6463,2229
Virginia,Tazewell,45078,9410,4442
Virginia,Virginia Beach,437994,76664,11481
Virginia,Warren,37575,6013,1320
Virginia,Washington,54876,3908,816
Virginia,Waynesboro,21006,3306,1083
Virginia,Westmoreland,17454,4,3
Virginia,Williamsburg,14068,2443,660
Virginia,Winchester,26203,4334,801
Virginia,Wise,41452,8477,3197
Virginia,Wythe,29235,3256,1180
Virginia,York,65464,21095,2210
Washington,Adams,18728,7917,4353
Washington,Asotin,21623,2992,923
Washington,Benton,175177,36918,8579
Washington,Chelan,72453,13460,3240
Washington,Clallam,71404,28735,9903
Washington,Clark,425363,97256,20982
Washington,Columbia,4078,2004,776
Washington,Cowlitz,102410,26893,10440
Washington,Douglas,38431,19828,7581
Washington,Ferry,7551,3669,1972
Washington,Franklin,78163,24534,8359
Washington,Garfield,2266,2257,857
Washington,Grant,89120,24902,10735
